purchase_id,student_id,plan_id,date_start,date_end,paid_q2_2021,paid_q2_2022
617,26831,0,4/16/2020,5/16/2020,0,0
618,28237,0,4/16/2020,5/16/2020,0,0
619,39829,2,4/16/2020,4/16/2021,1,0
620,11510,0,4/16/2020,5/16/2020,0,0
621,2636,2,4/16/2020,4/16/2021,1,0
622,12241,2,4/16/2020,4/16/2021,1,0
623,42126,0,4/16/2020,5/16/2020,0,0
624,26806,0,4/16/2020,5/16/2020,0,0
625,6155,2,4/16/2020,4/16/2021,1,0
626,23162,2,4/16/2020,4/16/2021,1,0
627,5838,2,4/16/2020,4/16/2021,1,0
628,26922,2,4/16/2020,4/16/2021,1,0
629,10504,2,4/16/2020,4/16/2021,1,0
631,7976,2,4/16/2020,4/16/2021,1,0
632,5993,2,4/16/2020,4/16/2021,1,0
633,7449,2,4/16/2020,4/16/2021,1,0
634,60729,2,4/16/2020,4/16/2021,1,0
635,79353,2,4/16/2020,4/16/2021,1,0
636,26949,0,4/16/2020,5/16/2020,0,0
637,1361,0,4/16/2020,5/16/2020,0,0
638,2236,2,4/16/2020,4/16/2021,1,0
639,18810,0,4/16/2020,5/16/2020,0,0
640,5405,2,4/16/2020,4/16/2021,1,0
641,1913,2,4/16/2020,4/16/2021,1,0
642,2002,2,4/16/2020,4/16/2021,1,0
643,2962,2,4/16/2020,4/16/2021,1,0
644,10489,2,4/16/2020,4/16/2021,1,0
645,1784,2,4/16/2020,4/16/2021,1,0
646,41613,2,4/16/2020,4/16/2021,1,0
647,11800,2,4/16/2020,4/16/2021,1,0
648,2894,2,4/16/2020,4/16/2021,1,0
649,2641,2,4/16/2020,4/16/2021,1,0
650,24606,0,4/16/2020,5/16/2020,0,0
651,26434,0,4/16/2020,5/16/2020,0,0
652,3016,0,4/16/2020,5/16/2020,0,0
653,9110,2,4/16/2020,4/16/2021,1,0
654,20635,2,4/16/2020,4/16/2021,1,0
655,11365,2,4/16/2020,4/16/2021,1,0
656,41462,2,4/16/2020,4/16/2021,1,0
657,36981,0,4/16/2020,5/16/2020,0,0
658,11128,2,4/16/2020,4/16/2021,1,0
659,41451,2,4/16/2020,4/16/2021,1,0
660,9036,2,4/16/2020,4/16/2021,1,0
661,1888,2,4/16/2020,4/16/2021,1,0
662,1599,2,4/16/2020,4/16/2021,1,0
663,10938,2,4/16/2020,4/16/2021,1,0
664,16566,0,4/16/2020,5/16/2020,0,0
665,21205,0,4/16/2020,5/16/2020,0,0
666,41358,2,4/16/2020,4/16/2021,1,0
667,1597,2,4/16/2020,4/16/2021,1,0
668,3496,2,4/16/2020,4/16/2021,1,0
669,23096,0,4/16/2020,5/16/2020,0,0
670,16646,0,4/16/2020,5/16/2020,0,0
671,14549,2,4/16/2020,4/16/2021,1,0
672,9428,0,4/16/2020,5/16/2020,0,0
673,26497,0,4/16/2020,5/16/2020,0,0
674,1141,2,4/16/2020,4/16/2021,1,0
675,10555,0,4/16/2020,5/16/2020,0,0
676,33269,2,4/16/2020,4/16/2021,1,0
678,32294,2,4/16/2020,4/16/2021,1,0
679,18302,2,4/16/2020,4/16/2021,1,0
680,967,2,4/16/2020,4/16/2021,1,0
681,7912,2,4/16/2020,4/16/2021,1,0
682,971,2,4/16/2020,4/16/2021,1,0
683,11793,2,4/16/2020,4/16/2021,1,0
684,2297,2,4/16/2020,4/16/2021,1,0
685,41052,0,4/16/2020,5/16/2020,0,0
687,3420,2,4/16/2020,4/16/2021,1,0
688,4837,0,4/16/2020,5/16/2020,0,0
689,2242,2,4/16/2020,4/16/2021,1,0
690,9988,2,4/16/2020,4/16/2021,1,0
691,99177,2,4/16/2020,4/16/2021,1,0
693,11327,2,4/16/2020,4/16/2021,1,0
694,6696,2,4/16/2020,4/16/2021,1,0
695,40943,2,4/16/2020,4/16/2021,1,0
696,35943,2,4/16/2020,4/16/2021,1,0
697,40889,0,4/16/2020,5/16/2020,0,0
698,2284,2,4/16/2020,4/16/2021,1,0
699,40865,2,4/16/2020,4/16/2021,1,0
700,1280,2,4/16/2020,4/16/2021,1,0
701,6952,2,4/16/2020,4/16/2021,1,0
702,5450,2,4/16/2020,4/16/2021,1,0
703,3897,2,4/16/2020,4/16/2021,1,0
704,3483,2,4/16/2020,4/16/2021,1,0
705,4606,2,4/16/2020,4/16/2021,1,0
706,25408,2,4/16/2020,4/16/2021,1,0
707,16716,0,4/16/2020,5/16/2020,0,0
708,17524,2,4/16/2020,4/16/2021,1,0
709,15635,0,4/16/2020,5/16/2020,0,0
710,22288,2,4/17/2020,4/17/2021,1,0
711,23487,0,4/17/2020,5/17/2020,0,0
712,3086,2,4/17/2020,4/17/2021,1,0
713,21615,0,4/17/2020,5/17/2020,0,0
714,29273,2,4/17/2020,4/17/2021,1,0
715,35160,2,4/17/2020,4/17/2021,1,0
716,27098,2,4/17/2020,4/17/2021,1,0
717,69139,2,4/17/2020,4/17/2021,1,0
718,18770,2,4/17/2020,4/17/2021,1,0
719,9061,2,4/17/2020,4/17/2021,1,0
721,63171,2,4/17/2020,4/17/2021,1,0
722,31110,0,4/17/2020,5/17/2020,0,0
723,2243,2,4/17/2020,4/17/2021,1,0
724,17678,2,4/17/2020,4/17/2021,1,0
725,1897,2,4/17/2020,4/17/2021,1,0
726,2300,2,4/17/2020,4/17/2021,1,0
727,100885,0,4/17/2020,5/17/2020,0,0
728,32002,0,4/17/2020,5/17/2020,0,0
729,2855,2,4/17/2020,4/17/2021,1,0
730,3753,0,4/17/2020,5/17/2020,0,0
731,4629,2,4/17/2020,4/17/2021,1,0
732,31880,0,4/17/2020,5/17/2020,0,0
733,35416,0,4/17/2020,5/17/2020,0,0
734,18816,0,4/17/2020,5/17/2020,0,0
735,134841,0,4/17/2020,5/17/2020,0,0
736,1636,2,4/17/2020,4/17/2021,1,0
737,19410,0,4/17/2020,5/17/2020,0,0
738,3874,2,4/17/2020,4/17/2021,1,0
739,20590,0,4/17/2020,5/17/2020,0,0
740,56674,2,4/17/2020,4/17/2021,1,0
741,3320,2,4/17/2020,4/17/2021,1,0
742,39426,2,4/17/2020,4/17/2021,1,0
743,27833,0,4/17/2020,5/17/2020,0,0
744,10718,2,4/17/2020,4/17/2021,1,0
745,23942,0,4/17/2020,5/17/2020,0,0
746,8973,2,4/17/2020,4/17/2021,1,0
747,11245,2,4/17/2020,4/17/2021,1,0
749,5178,2,4/17/2020,4/17/2021,1,0
750,7678,2,4/17/2020,4/17/2021,1,0
751,7539,0,4/17/2020,5/17/2020,0,0
752,1028,2,4/17/2020,4/17/2021,1,0
753,3974,2,4/17/2020,4/17/2021,1,0
754,6376,2,4/17/2020,4/17/2021,1,0
755,25992,2,4/17/2020,4/17/2021,1,0
756,1235,2,4/17/2020,4/17/2021,1,0
757,58539,2,4/17/2020,4/17/2021,1,0
758,27847,2,4/17/2020,4/17/2021,1,0
759,39132,0,4/17/2020,5/17/2020,0,0
760,5297,2,4/17/2020,4/17/2021,1,0
761,5749,2,4/17/2020,4/17/2021,1,0
762,13644,2,4/17/2020,4/17/2021,1,0
763,6788,2,4/17/2020,4/17/2021,1,0
764,25151,0,4/17/2020,5/17/2020,0,0
765,1799,2,4/17/2020,4/17/2021,1,0
766,2996,2,4/17/2020,4/17/2021,1,0
767,7306,2,4/17/2020,4/17/2021,1,0
768,65354,2,4/17/2020,4/17/2021,1,0
769,9513,2,4/17/2020,4/17/2021,1,0
770,10285,2,4/17/2020,4/17/2021,1,0
771,2271,2,4/17/2020,4/17/2021,1,0
772,9658,2,4/17/2020,4/17/2021,1,0
773,8494,2,4/17/2020,4/17/2021,1,0
774,17050,2,4/17/2020,4/17/2021,1,0
775,32583,0,4/17/2020,5/17/2020,0,0
776,106259,2,4/17/2020,4/17/2021,1,0
778,16914,2,4/17/2020,4/17/2021,1,0
779,10243,0,4/17/2020,5/17/2020,0,0
780,1747,2,4/18/2020,4/18/2021,1,0
781,9552,2,4/18/2020,4/18/2021,1,0
782,7540,2,4/18/2020,4/18/2021,1,0
783,16751,2,4/18/2020,4/18/2021,1,0
784,10856,2,4/18/2020,4/18/2021,1,0
785,9952,0,4/18/2020,5/18/2020,0,0
786,11215,2,4/18/2020,4/18/2021,1,0
787,18980,0,4/18/2020,5/18/2020,0,0
788,19268,2,4/18/2020,4/18/2021,1,0
789,104569,2,4/18/2020,4/18/2021,1,0
790,13383,2,4/18/2020,4/18/2021,1,0
791,19074,2,4/18/2020,4/18/2021,1,0
792,9070,2,4/18/2020,4/18/2021,1,0
793,38706,0,4/18/2020,5/18/2020,0,0
794,3425,2,4/18/2020,4/18/2021,1,0
795,4042,2,4/18/2020,4/18/2021,1,0
796,5186,2,4/18/2020,4/18/2021,1,0
797,7893,0,4/18/2020,5/18/2020,0,0
798,3860,0,4/18/2020,5/18/2020,0,0
799,2004,2,4/18/2020,4/18/2021,1,0
800,6643,0,4/18/2020,5/18/2020,0,0
801,23606,0,4/18/2020,5/18/2020,0,0
802,10658,2,4/18/2020,4/18/2021,1,0
803,135381,0,4/18/2020,5/18/2020,0,0
804,25211,0,4/18/2020,5/18/2020,0,0
805,23504,2,4/18/2020,4/18/2021,1,0
806,8967,2,4/18/2020,4/18/2021,1,0
807,10131,2,4/18/2020,4/18/2021,1,0
808,4318,2,4/18/2020,4/18/2021,1,0
809,21969,0,4/18/2020,5/18/2020,0,0
810,38382,2,4/18/2020,4/18/2021,1,0
811,11628,2,4/18/2020,4/18/2021,1,0
812,9018,2,4/18/2020,4/18/2021,1,0
813,2338,2,4/18/2020,4/18/2021,1,0
814,709,2,4/18/2020,4/18/2021,1,0
815,10966,2,4/18/2020,4/18/2021,1,0
816,3995,2,4/18/2020,4/18/2021,1,0
817,18286,2,4/18/2020,4/18/2021,1,0
818,37039,0,4/18/2020,5/18/2020,0,0
819,7062,2,4/18/2020,4/18/2021,1,0
820,3426,2,4/18/2020,4/18/2021,1,0
821,1369,2,4/18/2020,4/18/2021,1,0
822,24641,2,4/18/2020,4/18/2021,1,0
823,38066,2,4/18/2020,4/18/2021,1,0
824,2146,2,4/18/2020,4/18/2021,1,0
825,2589,2,4/18/2020,4/18/2021,1,0
826,8584,2,4/18/2020,4/18/2021,1,0
827,139328,2,4/18/2020,4/18/2021,1,0
828,6397,2,4/18/2020,4/18/2021,1,0
829,16414,2,4/18/2020,4/18/2021,1,0
830,1306,2,4/18/2020,4/18/2021,1,0
831,22691,0,4/18/2020,5/18/2020,0,0
832,9260,2,4/18/2020,4/18/2021,1,0
833,3583,2,4/18/2020,4/18/2021,1,0
834,21824,0,4/18/2020,5/18/2020,0,0
835,18620,2,4/18/2020,4/18/2021,1,0
836,6618,2,4/18/2020,4/18/2021,1,0
837,16259,2,4/18/2020,4/18/2021,1,0
838,10768,2,4/18/2020,4/18/2021,1,0
839,8005,2,4/18/2020,4/18/2021,1,0
840,34003,2,4/18/2020,4/18/2021,1,0
841,18123,2,4/18/2020,4/18/2021,1,0
842,6604,2,4/18/2020,4/18/2021,1,0
843,838,2,4/19/2020,4/19/2021,1,0
844,13961,0,4/19/2020,5/19/2020,0,0
845,13475,2,4/19/2020,4/19/2021,1,0
846,3513,2,4/19/2020,4/19/2021,1,0
847,2063,2,4/19/2020,4/19/2021,1,0
848,2094,2,4/19/2020,4/19/2021,1,0
849,6560,2,4/19/2020,4/19/2021,1,0
850,30719,2,4/19/2020,4/19/2021,1,0
851,15318,2,4/19/2020,4/19/2021,1,0
852,26306,0,4/19/2020,5/19/2020,0,0
853,3539,2,4/19/2020,4/19/2021,1,0
854,18732,0,4/19/2020,5/19/2020,0,0
855,8031,2,4/19/2020,4/19/2021,1,0
856,38637,2,4/19/2020,4/19/2021,1,0
857,13602,2,4/19/2020,4/19/2021,1,0
858,8478,2,4/19/2020,4/19/2021,1,0
859,26301,0,4/19/2020,5/19/2020,0,0
860,4230,2,4/19/2020,4/19/2021,1,0
861,5167,2,4/19/2020,4/19/2021,1,0
862,5299,2,4/19/2020,4/19/2021,1,0
863,21966,0,4/19/2020,5/19/2020,0,0
864,28074,0,4/19/2020,5/19/2020,0,0
865,12774,0,4/19/2020,5/19/2020,0,0
866,17747,2,4/19/2020,4/19/2021,1,0
867,30880,2,4/19/2020,4/19/2021,1,0
868,2688,2,4/19/2020,4/19/2021,1,0
869,5834,2,4/19/2020,4/19/2021,1,0
870,25622,0,4/19/2020,5/19/2020,0,0
871,3611,2,4/19/2020,4/19/2021,1,0
872,4464,2,4/19/2020,4/19/2021,1,0
873,36460,2,4/19/2020,4/19/2021,1,0
874,27022,0,4/19/2020,5/19/2020,0,0
875,21149,2,4/19/2020,4/19/2021,1,0
876,36992,0,4/19/2020,5/19/2020,0,0
878,3916,2,4/19/2020,4/19/2021,1,0
879,47907,2,4/19/2020,4/19/2021,1,0
880,37266,2,4/19/2020,4/19/2021,1,0
881,36056,2,4/19/2020,4/19/2021,1,0
882,7560,2,4/19/2020,4/19/2021,1,0
883,40499,2,4/19/2020,4/19/2021,1,0
884,30426,2,4/19/2020,4/19/2021,1,0
885,23661,2,4/19/2020,4/19/2021,1,0
886,2073,2,4/19/2020,4/19/2021,1,0
887,20267,2,4/19/2020,4/19/2021,1,0
888,27889,0,4/19/2020,5/19/2020,0,0
889,5877,2,4/19/2020,4/19/2021,1,0
890,20294,2,4/19/2020,4/19/2021,1,0
891,37092,2,4/19/2020,4/19/2021,1,0
892,82250,2,4/19/2020,4/19/2021,1,0
893,14286,2,4/19/2020,4/19/2021,1,0
894,26008,0,4/19/2020,5/19/2020,0,0
895,4922,2,4/19/2020,4/19/2021,1,0
896,15819,2,4/19/2020,4/19/2021,1,0
897,11910,0,4/19/2020,5/19/2020,0,0
898,25559,2,4/19/2020,4/19/2021,1,0
899,10690,2,4/19/2020,4/19/2021,1,0
900,1587,2,4/19/2020,4/19/2021,1,0
901,11178,2,4/19/2020,4/19/2021,1,0
902,9521,2,4/19/2020,4/19/2021,1,0
903,31042,2,4/19/2020,4/19/2021,1,0
904,1861,2,4/19/2020,4/19/2021,1,0
905,9108,2,4/19/2020,4/19/2021,1,0
906,11950,2,4/20/2020,4/20/2021,1,0
907,7182,2,4/20/2020,4/20/2021,1,0
908,1424,2,4/20/2020,4/20/2021,1,0
909,6901,2,4/20/2020,4/20/2021,1,0
910,1119,2,4/20/2020,4/20/2021,1,0
911,1142,2,4/20/2020,4/20/2021,1,0
912,7350,2,4/20/2020,4/20/2021,1,0
913,4575,2,4/20/2020,4/20/2021,1,0
914,1421,2,4/20/2020,4/20/2021,1,0
915,23927,2,4/20/2020,4/20/2021,1,0
916,19584,2,4/20/2020,4/20/2021,1,0
917,14429,2,4/20/2020,4/20/2021,1,0
918,32553,0,4/20/2020,5/20/2020,0,0
919,14491,2,4/20/2020,4/20/2021,1,0
920,4395,2,4/20/2020,4/20/2021,1,0
921,16468,2,4/20/2020,4/20/2021,1,0
922,9114,2,4/20/2020,4/20/2021,1,0
923,14303,0,4/20/2020,5/20/2020,0,0
924,3034,2,4/20/2020,4/20/2021,1,0
925,36043,2,4/20/2020,4/20/2021,1,0
926,1459,2,4/20/2020,4/20/2021,1,0
927,19261,0,4/20/2020,5/20/2020,0,0
928,3326,2,4/20/2020,4/20/2021,1,0
929,6728,2,4/20/2020,4/20/2021,1,0
930,10735,2,4/20/2020,4/20/2021,1,0
931,3708,2,4/20/2020,4/20/2021,1,0
932,1864,2,4/20/2020,4/20/2021,1,0
933,7037,2,4/20/2020,4/20/2021,1,0
934,36448,2,4/20/2020,4/20/2021,1,0
935,7275,2,4/20/2020,4/20/2021,1,0
936,15028,2,4/20/2020,4/20/2021,1,0
937,21697,2,4/20/2020,4/20/2021,1,0
938,11227,2,4/20/2020,4/20/2021,1,0
939,8002,2,4/20/2020,4/20/2021,1,0
940,17428,0,4/20/2020,5/20/2020,0,0
941,1848,0,4/20/2020,5/20/2020,0,0
942,1988,2,4/20/2020,4/20/2021,1,0
943,35147,2,4/20/2020,4/20/2021,1,0
944,5199,2,4/20/2020,4/20/2021,1,0
945,12704,2,4/20/2020,4/20/2021,1,0
946,22476,2,4/20/2020,4/20/2021,1,0
947,9362,2,4/20/2020,4/20/2021,1,0
948,2018,2,4/20/2020,4/20/2021,1,0
949,36271,2,4/20/2020,4/20/2021,1,0
950,13360,0,4/20/2020,5/20/2020,0,0
951,4112,2,4/20/2020,4/20/2021,1,0
952,12363,2,4/20/2020,4/20/2021,1,0
953,8121,2,4/20/2020,4/20/2021,1,0
954,36166,2,4/20/2020,4/20/2021,1,0
955,2312,2,4/20/2020,4/20/2021,1,0
956,27153,0,4/20/2020,5/20/2020,0,0
957,23313,0,4/20/2020,5/20/2020,0,0
958,13350,2,4/20/2020,4/20/2021,1,0
959,14520,2,4/20/2020,4/20/2021,1,0
960,3714,2,4/20/2020,4/20/2021,1,0
961,952,2,4/20/2020,4/20/2021,1,0
962,1552,2,4/20/2020,4/20/2021,1,0
963,7568,2,4/21/2020,4/21/2021,1,0
964,1270,2,4/21/2020,4/21/2021,1,0
965,5334,2,4/21/2020,4/21/2021,1,0
966,14633,2,4/21/2020,4/21/2021,1,0
967,1852,2,4/21/2020,4/21/2021,1,0
968,11026,2,4/21/2020,4/21/2021,1,0
969,35846,0,4/21/2020,5/21/2020,0,0
970,11750,2,4/21/2020,4/21/2021,1,0
971,28490,0,4/21/2020,5/21/2020,0,0
972,7065,2,4/21/2020,4/21/2021,1,0
973,17851,2,4/21/2020,4/21/2021,1,0
974,2945,2,4/21/2020,4/21/2021,1,0
975,2512,2,4/21/2020,4/21/2021,1,0
976,12608,2,4/21/2020,4/21/2021,1,0
977,1033,2,4/21/2020,4/21/2021,1,0
978,26051,0,4/21/2020,5/21/2020,0,0
979,25401,0,4/21/2020,5/21/2020,0,0
980,9444,0,4/21/2020,5/21/2020,0,0
981,35762,2,4/21/2020,4/21/2021,1,0
982,33658,2,4/21/2020,4/21/2021,1,0
983,20118,2,4/21/2020,4/21/2021,1,0
984,5113,2,4/21/2020,4/21/2021,1,0
985,14173,0,4/21/2020,5/21/2020,0,0
986,7656,2,4/21/2020,4/21/2021,1,0
987,7512,2,4/21/2020,4/21/2021,1,0
988,19636,2,4/21/2020,4/21/2021,1,0
989,7512,2,4/21/2020,4/21/2021,1,0
991,24487,2,4/21/2020,4/21/2021,1,0
992,3248,2,4/21/2020,4/21/2021,1,0
993,5532,2,4/21/2020,4/21/2021,1,0
994,7179,2,4/21/2020,4/21/2021,1,0
995,113546,2,4/21/2020,4/21/2021,1,0
996,17971,2,4/21/2020,4/21/2021,1,0
997,2331,2,4/21/2020,4/21/2021,1,0
998,11768,2,4/21/2020,4/21/2021,1,0
999,142371,2,4/21/2020,4/21/2021,1,0
1000,4347,2,4/21/2020,4/21/2021,1,0
1001,2257,2,4/21/2020,4/21/2021,1,0
1002,42318,2,4/21/2020,4/21/2021,1,0
1003,11133,2,4/21/2020,4/21/2021,1,0
1004,930,2,4/21/2020,4/21/2021,1,0
1005,6669,2,4/21/2020,4/21/2021,1,0
1006,4683,2,4/21/2020,4/21/2021,1,0
1007,32573,2,4/21/2020,4/21/2021,1,0
1008,16358,2,4/21/2020,4/21/2021,1,0
1009,16358,2,4/21/2020,4/21/2021,1,0
1010,5430,2,4/21/2020,4/21/2021,1,0
1012,5669,2,4/21/2020,4/21/2021,1,0
1013,389,2,4/21/2020,4/21/2021,1,0
1014,13233,0,4/21/2020,5/21/2020,0,0
1015,53078,2,4/21/2020,4/21/2021,1,0
1016,5345,2,4/21/2020,4/21/2021,1,0
1017,10398,2,4/21/2020,4/21/2021,1,0
1018,42091,2,4/21/2020,4/21/2021,1,0
1019,22364,2,4/21/2020,4/21/2021,1,0
1020,52075,2,4/21/2020,4/21/2021,1,0
1021,41263,2,4/21/2020,4/21/2021,1,0
1022,6182,2,4/21/2020,4/21/2021,1,0
1023,7614,2,4/21/2020,4/21/2021,1,0
1024,4001,2,4/21/2020,4/21/2021,1,0
1025,782,2,4/21/2020,4/21/2021,1,0
1026,14470,2,4/21/2020,4/21/2021,1,0
1027,7745,2,4/21/2020,4/21/2021,1,0
1028,4665,2,4/21/2020,4/21/2021,1,0
1030,96920,2,4/21/2020,4/21/2021,1,0
1031,18719,2,4/21/2020,4/21/2021,1,0
1032,5574,2,4/21/2020,4/21/2021,1,0
1033,3365,2,4/21/2020,4/21/2021,1,0
1034,1866,2,4/21/2020,4/21/2021,1,0
1035,16169,0,4/21/2020,5/21/2020,0,0
1036,988,2,4/21/2020,4/21/2021,1,0
1037,6887,2,4/21/2020,4/21/2021,1,0
1038,6394,2,4/22/2020,4/22/2021,1,0
1039,15167,2,4/22/2020,4/22/2021,1,0
1040,20515,2,4/22/2020,4/22/2021,1,0
1041,22217,2,4/22/2020,4/22/2021,1,0
1042,5852,2,4/22/2020,4/22/2021,1,0
1043,3664,2,4/22/2020,4/22/2021,1,0
1044,54266,2,4/22/2020,4/22/2021,1,0
1045,12191,2,4/22/2020,4/22/2021,1,0
1046,19229,2,4/22/2020,4/22/2021,1,0
1047,4633,2,4/22/2020,4/22/2021,1,0
1048,2295,2,4/22/2020,4/22/2021,1,0
1049,14965,2,4/22/2020,4/22/2021,1,0
1050,1216,2,4/22/2020,4/22/2021,1,0
1051,956,2,4/22/2020,4/22/2021,1,0
1052,1125,2,4/22/2020,4/22/2021,1,0
1053,4991,2,4/22/2020,4/22/2021,1,0
1054,22253,0,4/22/2020,5/22/2020,0,0
1055,1379,2,4/22/2020,4/22/2021,1,0
1056,12926,2,4/22/2020,4/22/2021,1,0
1057,13989,2,4/22/2020,4/22/2021,1,0
1058,34981,2,4/22/2020,4/22/2021,1,0
1059,919,2,4/22/2020,4/22/2021,1,0
1060,5058,2,4/22/2020,4/22/2021,1,0
1061,9391,0,4/22/2020,5/22/2020,0,0
1062,12207,2,4/22/2020,4/22/2021,1,0
1063,27617,0,4/22/2020,5/22/2020,0,0
1064,1052,2,4/22/2020,4/22/2021,1,0
1065,12732,2,4/22/2020,4/22/2021,1,0
1066,10732,2,4/22/2020,4/22/2021,1,0
1067,10272,2,4/22/2020,4/22/2021,1,0
1068,3682,2,4/22/2020,4/22/2021,1,0
1069,8950,2,4/22/2020,4/22/2021,1,0
1070,16359,2,4/22/2020,4/22/2021,1,0
